tanggal,provinsi,0-5,6-18,19-30,31-45,46-59,≥ 60,tidak_diketahui
2022-03-16,JAMBI,1145.0,4645.0,9259,11093.0,7482.0,3739.0,65
2022-03-15,DKI JAKARTA,38385.0,122225.0,334681,362750.0,229670.0,119113.0,14054
2022-03-15,JAWA BARAT,33443.0,116135.0,290743,307696.0,215979.0,99843.0,13769
2022-03-15,JAWA TENGAH,17586.0,59611.0,145753,160402.0,141295.0,87659.0,260
2022-03-15,JAWA TIMUR,13019.0,43686.0,137479,154188.0,133977.0,83132.0,1181
2022-03-15,BANTEN,8559.0,27326.0,83841,86716.0,54211.0,21455.0,360
2022-03-15,DAERAH ISTIMEWA YOGYAKARTA,9042.0,31690.0,48625,49532.0,44039.0,30210.0,1339
2022-03-15,KALIMANTAN TIMUR,6904.0,21211.0,56956,65851.0,36226.0,13768.0,2380
2022-03-15,BALI,4871.0,15132.0,40441,40362.0,33145.0,21229.0,46
2022-03-15,SUMATERA UTARA,4004.0,16945.0,39687,42692.0,29706.0,19150.0,493
2022-03-15,RIAU,5358.0,16740.0,38340,45106.0,29136.0,13722.0,456
2022-03-15,SULAWESI SELATAN,3948.0,13870.0,40496,41826.0,24724.0,14299.0,2624
2022-03-15,SUMATERA BARAT,2926.0,12584.0,25899,26451.0,20391.0,13015.0,1261
2022-03-15,NUSA TENGGARA TIMUR,2985.0,13949.0,24031,24195.0,13403.0,7410.0,1744
2022-03-15,KALIMANTAN SELATAN,2052.0,8102.0,23415,24957.0,16837.0,7405.0,990
2022-03-15,SUMATERA SELATAN,2209.0,6668.0,19589,24178.0,15898.0,10687.0,498
2022-03-15,LAMPUNG,1401.0,5802.0,16212,20212.0,16480.0,10922.0,1002
2022-03-15,KEPULAUAN RIAU,2198.0,6799.0,20841,21657.0,11718.0,5083.0,235
2022-03-15,KEPULAUAN BANGKA BELITUNG,2320.0,10551.0,14879,18927.0,10702.0,6566.0,74
2022-03-15,KALIMANTAN BARAT,1626.0,8221.0,16434,17163.0,11093.0,6390.0,147
2022-03-15,SULAWESI TENGAH,1750.0,6241.0,15992,17254.0,10887.0,6135.0,417
2022-03-15,KALIMANTAN TENGAH,1766.0,6190.0,14890,16296.0,10644.0,4525.0,320
2022-03-15,SULAWESI UTARA,1294.0,4634.0,12920,14938.0,10472.0,6664.0,162
2022-03-15,PAPUA,1605.0,4863.0,13918,15358.0,8573.0,2772.0,536
2022-03-15,KALIMANTAN UTARA,1247.0,5753.0,12472,13882.0,7299.0,3146.0,392
2022-03-15,ACEH,635.0,3044.0,9999,13364.0,9282.0,6290.0,22
2022-03-15,JAMBI,1137.0,4627.0,9220,11062.0,7461.0,3721.0,65
2022-03-15,NUSA TENGGARA BARAT,1139.0,2484.0,10251,11307.0,6625.0,4039.0,57
2022-03-15,PAPUA BARAT,1067.0,3301.0,9528,10237.0,4803.0,1834.0,86
2022-03-15,BENGKULU,682.0,2956.0,7092,8824.0,5896.0,3244.0,59
2022-03-15,SULAWESI TENGGARA,567.0,2027.0,7961,8067.0,4375.0,2216.0,154
2022-03-15,MALUKU,297.0,1585.0,5417,6091.0,3280.0,1173.0,656
2022-03-15,SULAWESI BARAT,365.0,1963.0,4336,4681.0,2390.0,1363.0,57
2022-03-15,MALUKU UTARA,273.0,1045.0,4300,5013.0,2284.0,1055.0,256
2022-03-15,GORONTALO,258.0,1304.0,4305,4121.0,2511.0,1168.0,50
2022-03-15,LAMPUNG TENGAH,,,1,,,,0
2022-03-15,JAWA BARAT,33441.0,116135.0,290747,307700.0,215973.0,99843.0,13769
2022-03-15,JAWA TENGAH,17587.0,59611.0,145753,160402.0,141294.0,87659.0,260
2022-03-15,JAWA TIMUR,13019.0,43686.0,137480,154187.0,133978.0,83131.0,1181
2022-03-15,BANTEN,8560.0,27327.0,83841,86714.0,54211.0,21455.0,360
2022-03-15,DAERAH ISTIMEWA YOGYAKARTA,9042.0,31690.0,48624,49533.0,44039.0,30210.0,1339
2022-03-15,KALIMANTAN TIMUR,6904.0,21211.0,56956,65849.0,36228.0,13768.0,2380
2022-03-15,SUMATERA UTARA,4004.0,16946.0,39687,42691.0,29706.0,19150.0,493
2022-03-15,SUMATERA BARAT,2926.0,12584.0,25900,26450.0,20391.0,13015.0,1261
2022-03-15,NUSA TENGGARA TIMUR,2985.0,13949.0,24034,24192.0,13403.0,7409.0,1745
2022-03-15,KALIMANTAN SELATAN,2052.0,8102.0,23415,24957.0,16836.0,7406.0,990
2022-03-15,LAMPUNG,1401.0,5802.0,16211,20211.0,16480.0,10923.0,1002
2022-03-15,KEPULAUAN BANGKA BELITUNG,2320.0,10551.0,14879,18927.0,10702.0,6565.0,74
2022-03-15,PAPUA,1605.0,4863.0,13918,15358.0,8572.0,2773.0,536
2022-03-15,JAMBI,1137.0,4627.0,9221,11061.0,7461.0,3721.0,65
2022-03-14,DKI JAKARTA,38295.0,122019.0,333787,361784.0,229249.0,118812.0,14054
2022-03-14,JAWA BARAT,33232.0,115710.0,289274,306253.0,215169.0,99265.0,13769
2022-03-14,JAWA TENGAH,17461.0,59390.0,145125,159855.0,140816.0,87151.0,260
2022-03-14,JAWA TIMUR,12929.0,43504.0,136975,153706.0,133620.0,82770.0,1180
2022-03-14,BANTEN,8513.0,27232.0,83547,86298.0,53998.0,21367.0,360
2022-03-14,DAERAH ISTIMEWA YOGYAKARTA,8975.0,31540.0,48292,49193.0,43810.0,29942.0,1328
2022-03-14,KALIMANTAN TIMUR,6862.0,21123.0,56670,65464.0,36091.0,13715.0,2374
2022-03-14,BALI,4865.0,15117.0,40372,40294.0,33117.0,21211.0,46
2022-03-14,SUMATERA UTARA,3979.0,16890.0,39542,42548.0,29619.0,19074.0,494
2022-03-14,RIAU,5335.0,16677.0,38184,44936.0,29059.0,13667.0,456
2022-03-14,SULAWESI SELATAN,3936.0,13819.0,40408,41763.0,24644.0,14241.0,2624
2022-03-14,SUMATERA BARAT,2912.0,12581.0,25834,26405.0,20346.0,12968.0,1261
2022-03-14,NUSA TENGGARA TIMUR,2912.0,13593.0,23562,23726.0,13186.0,7274.0,1735
2022-03-14,KALIMANTAN SELATAN,2050.0,8097.0,23394,24928.0,16823.0,7396.0,990
2022-03-14,SUMATERA SELATAN,2204.0,6655.0,19554,24124.0,15871.0,10655.0,498
2022-03-14,LAMPUNG,1384.0,5757.0,16096,20087.0,16406.0,10825.0,1001
2022-03-14,KEPULAUAN RIAU,2175.0,6767.0,20750,21537.0,11645.0,5050.0,235
2022-03-14,KEPULAUAN BANGKA BELITUNG,2298.0,10496.0,14801,18829.0,10657.0,6520.0,74
2022-03-14,KALIMANTAN BARAT,1592.0,8075.0,16226,16937.0,10983.0,6323.0,147
2022-03-14,SULAWESI TENGAH,1710.0,6169.0,15819,17090.0,10787.0,6073.0,417
2022-03-14,KALIMANTAN TENGAH,1760.0,6174.0,14834,16263.0,10613.0,4508.0,320
2022-03-14,SULAWESI UTARA,1291.0,4628.0,12899,14906.0,10463.0,6651.0,162
2022-03-14,PAPUA,1598.0,4841.0,13881,15321.0,8545.0,2764.0,536
2022-03-14,KALIMANTAN UTARA,1228.0,5682.0,12366,13762.0,7245.0,3106.0,392
2022-03-14,ACEH,630.0,3029.0,9924,13299.0,9206.0,6210.0,22
2022-03-14,JAMBI,1132.0,4602.0,9181,10996.0,7427.0,3694.0,65
2022-03-14,NUSA TENGGARA BARAT,1139.0,2484.0,10243,11297.0,6621.0,4039.0,57
2022-03-14,PAPUA BARAT,1062.0,3293.0,9496,10202.0,4794.0,1833.0,86
2022-03-14,BENGKULU,678.0,2946.0,7076,8803.0,5880.0,3231.0,59
2022-03-14,SULAWESI TENGGARA,565.0,2018.0,7947,8057.0,4362.0,2210.0,154
2022-03-14,MALUKU,297.0,1585.0,5417,6090.0,3280.0,1172.0,656
2022-03-14,SULAWESI BARAT,358.0,1950.0,4306,4653.0,2372.0,1349.0,57
2022-03-14,MALUKU UTARA,273.0,1044.0,4284,5000.0,2279.0,1047.0,256
2022-03-14,GORONTALO,258.0,1302.0,4286,4102.0,2503.0,1164.0,50
2022-03-14,LAMPUNG TENGAH,,,1,,,,0
2022-03-14,DKI JAKARTA,38295.0,122019.0,333786,361784.0,229249.0,118813.0,14054
2022-03-14,JAWA BARAT,33232.0,115708.0,289286,306251.0,215164.0,99255.0,13770
2022-03-14,JAWA TENGAH,17463.0,59389.0,145125,159877.0,140796.0,87156.0,260
2022-03-14,JAWA TIMUR,12927.0,43504.0,136975,153704.0,133621.0,82769.0,1180
2022-03-14,BANTEN,8511.0,27231.0,83548,86301.0,54000.0,21364.0,360
2022-03-14,DAERAH ISTIMEWA YOGYAKARTA,8976.0,31540.0,48291,49193.0,43809.0,29941.0,1328
2022-03-14,KALIMANTAN TIMUR,6862.0,21123.0,56672,65462.0,36091.0,13714.0,2374
2022-03-14,BALI,4865.0,15117.0,40373,40293.0,33117.0,21211.0,46
2022-03-14,SUMATERA UTARA,3982.0,16891.0,39541,42548.0,29618.0,19072.0,494
2022-03-14,RIAU,5336.0,16677.0,38184,44936.0,29058.0,13667.0,456
2022-03-14,SULAWESI SELATAN,3936.0,13819.0,40409,41762.0,24644.0,14240.0,2624
2022-03-14,SUMATERA BARAT,2913.0,12581.0,25833,26405.0,20346.0,12968.0,1261
2022-03-14,NUSA TENGGARA TIMUR,2914.0,13591.0,23570,23721.0,13182.0,7269.0,1739
2022-03-14,KALIMANTAN SELATAN,2050.0,8097.0,23393,24929.0,16823.0,7396.0,990
2022-03-14,SUMATERA SELATAN,2203.0,6656.0,19558,24123.0,15869.0,10654.0,498
2022-03-14,LAMPUNG,1381.0,5755.0,16085,20073.0,16399.0,10820.0,1001
2022-03-14,KEPULAUAN RIAU,2175.0,6767.0,20749,21538.0,11645.0,5050.0,235
2022-03-14,KEPULAUAN BANGKA BELITUNG,2298.0,10495.0,14792,18824.0,10657.0,6521.0,74
2022-03-14,SULAWESI TENGAH,1710.0,6171.0,15818,17088.0,10789.0,6072.0,417
2022-03-14,SULAWESI UTARA,1291.0,4628.0,12900,14905.0,10463.0,6651.0,162
2022-03-14,PAPUA,1599.0,4841.0,13881,15320.0,8545.0,2764.0,536
2022-03-14,KALIMANTAN UTARA,1228.0,5683.0,12366,13762.0,7244.0,3106.0,392
2022-03-14,ACEH,629.0,3027.0,9921,13297.0,9205.0,6208.0,22
2022-03-14,JAMBI,1132.0,4603.0,9182,10994.0,7427.0,3694.0,65
2022-03-14,NUSA TENGGARA BARAT,1140.0,2484.0,10244,11296.0,6621.0,4038.0,57
2022-03-14,SULAWESI TENGGARA,565.0,2019.0,7947,8056.0,4362.0,2210.0,154
2022-03-14,SULAWESI BARAT,358.0,1950.0,4305,4653.0,2372.0,1350.0,57
2022-03-14,MALUKU UTARA,273.0,1044.0,4284,4999.0,2279.0,1047.0,256
2022-03-14,GORONTALO,257.0,1303.0,4281,4105.0,2505.0,1164.0,50
2022-03-13,DKI JAKARTA,38164.0,121647.0,332606,360645.0,228588.0,118317.0,14054
2022-03-13,JAWA BARAT,32961.0,115189.0,287620,304702.0,214206.0,98525.0,13769
2022-03-13,JAWA TENGAH,17344.0,59179.0,144482,159356.0,140354.0,86702.0,260
2022-03-13,JAWA TIMUR,12848.0,43407.0,136516,153273.0,133297.0,82410.0,1168
2022-03-13,BANTEN,8457.0,26998.0,83124,85855.0,53771.0,21224.0,359
2022-03-13,DAERAH ISTIMEWA YOGYAKARTA,8910.0,31326.0,47895,48815.0,43529.0,29667.0,1324
2022-03-13,KALIMANTAN TIMUR,6821.0,21060.0,56403,65167.0,35983.0,13662.0,2374
2022-03-13,BALI,4857.0,15095.0,40294,40216.0,33079.0,21182.0,46
2022-03-13,SUMATERA UTARA,3949.0,16738.0,39345,42372.0,29505.0,18939.0,494
2022-03-13,RIAU,5302.0,16616.0,38005,44776.0,28952.0,13597.0,456
2022-03-13,SULAWESI SELATAN,3910.0,13740.0,40284,41641.0,24555.0,14146.0,2623
2022-03-13,SUMATERA BARAT,2892.0,12553.0,25744,26324.0,20293.0,12898.0,1261
2022-03-13,NUSA TENGGARA TIMUR,2841.0,13300.0,23216,23332.0,13004.0,7137.0,1721
2022-03-13,KALIMANTAN SELATAN,2047.0,8091.0,23371,24892.0,16807.0,7382.0,989
2022-03-13,SUMATERA SELATAN,2189.0,6645.0,19509,24066.0,15829.0,10624.0,498
2022-03-13,LAMPUNG,1347.0,5672.0,15959,19894.0,16266.0,10694.0,1001
2022-03-13,KEPULAUAN RIAU,2159.0,6723.0,20660,21413.0,11595.0,5021.0,235
2022-03-13,KEPULAUAN BANGKA BELITUNG,2272.0,10461.0,14681,18711.0,10606.0,6482.0,74
2022-03-13,KALIMANTAN BARAT,1558.0,7890.0,16042,16747.0,10864.0,6240.0,147
2022-03-13,SULAWESI TENGAH,1685.0,6105.0,15683,16931.0,10704.0,6012.0,417
2022-03-13,KALIMANTAN TENGAH,1756.0,6155.0,14778,16213.0,10579.0,4481.0,320
2022-03-13,SULAWESI UTARA,1285.0,4621.0,12880,14881.0,10442.0,6634.0,162
2022-03-13,PAPUA,1593.0,4820.0,13848,15297.0,8531.0,2753.0,536
2022-03-13,KALIMANTAN UTARA,1215.0,5654.0,12241,13637.0,7183.0,3070.0,392
2022-03-13,ACEH,624.0,3017.0,9875,13261.0,9172.0,6173.0,22
2022-03-13,JAMBI,1127.0,4569.0,9121,10927.0,7378.0,3648.0,65
2022-03-13,NUSA TENGGARA BARAT,1137.0,2481.0,10235,11290.0,6611.0,4035.0,57
2022-03-13,PAPUA BARAT,1062.0,3291.0,9471,10161.0,4782.0,1829.0,86
2022-03-13,BENGKULU,675.0,2934.0,7053,8779.0,5850.0,3217.0,59
2022-03-13,SULAWESI TENGGARA,564.0,2015.0,7931,8048.0,4357.0,2199.0,154
2022-03-13,MALUKU,297.0,1584.0,5413,6088.0,3278.0,1171.0,656
2022-03-13,SULAWESI BARAT,354.0,1940.0,4264,4624.0,2352.0,1339.0,55
2022-03-13,MALUKU UTARA,269.0,1033.0,4273,4987.0,2275.0,1039.0,256
2022-03-13,GORONTALO,256.0,1296.0,4269,4096.0,2493.0,1150.0,50
2022-03-13,LAMPUNG TENGAH,,,1,,,,0
2022-03-11,DKI JAKARTA,38094.0,121413.0,331835,359857.0,228175.0,118045.0,14054
2022-03-11,JAWA BARAT,32827.0,114874.0,286526,303565.0,213575.0,98087.0,13768
2022-03-11,JAWA TENGAH,17241.0,59028.0,144026,158970.0,140041.0,86390.0,260
2022-03-11,JAWA TIMUR,12788.0,43327.0,136140,152912.0,133050.0,82141.0,1167
2022-03-11,BANTEN,8408.0,26922.0,82864,85562.0,53630.0,21151.0,359
2022-03-11,DAERAH ISTIMEWA YOGYAKARTA,8867.0,31216.0,47709,48615.0,43357.0,29529.0,1324
2022-03-11,KALIMANTAN TIMUR,6800.0,21028.0,56194,64973.0,35916.0,13642.0,2374
2022-03-11,BALI,4854.0,15088.0,40243,40185.0,33060.0,21167.0,46
2022-03-11,SUMATERA UTARA,3934.0,16700.0,39231,42240.0,29429.0,18884.0,494
2022-03-11,RIAU,5282.0,16590.0,37874,44664.0,28899.0,13554.0,456
2022-03-11,SULAWESI SELATAN,3893.0,13694.0,40216,41576.0,24507.0,14103.0,2623
2022-03-11,SUMATERA BARAT,2886.0,12545.0,25699,26278.0,20246.0,12855.0,1261
2022-03-11,NUSA TENGGARA TIMUR,2826.0,13259.0,23099,23237.0,12957.0,7101.0,1718
2022-03-11,KALIMANTAN SELATAN,2044.0,8086.0,23348,24872.0,16787.0,7367.0,989
2022-03-11,SUMATERA SELATAN,2181.0,6634.0,19481,24036.0,15811.0,10611.0,498
2022-03-11,LAMPUNG,1338.0,5650.0,15914,19833.0,16213.0,10641.0,1000
2022-03-11,KEPULAUAN RIAU,2150.0,6702.0,20612,21348.0,11566.0,5000.0,235
2022-03-11,KEPULAUAN BANGKA BELITUNG,2265.0,10430.0,14611,18641.0,10581.0,6445.0,74
2022-03-11,KALIMANTAN BARAT,1538.0,7795.0,15914,16613.0,10795.0,6192.0,147
2022-03-11,SULAWESI TENGAH,1677.0,6078.0,15602,16862.0,10656.0,5971.0,416
2022-03-11,KALIMANTAN TENGAH,1750.0,6152.0,14757,16191.0,10564.0,4471.0,320
2022-03-11,SULAWESI UTARA,1285.0,4621.0,12865,14871.0,10433.0,6627.0,162
2022-03-11,PAPUA,1590.0,4812.0,13827,15282.0,8517.0,2749.0,536
2022-03-11,KALIMANTAN UTARA,1203.0,5597.0,12162,13544.0,7143.0,3048.0,392
2022-03-11,ACEH,621.0,3013.0,9847,13242.0,9147.0,6145.0,22
2022-03-11,JAMBI,1122.0,4560.0,9097,10885.0,7360.0,3629.0,65
2022-03-11,NUSA TENGGARA BARAT,1135.0,2481.0,10230,11286.0,6608.0,4032.0,57
2022-03-11,PAPUA BARAT,1061.0,3289.0,9457,10126.0,4771.0,1829.0,86
2022-03-11,BENGKULU,670.0,2929.0,7041,8764.0,5836.0,3206.0,59
2022-03-11,SULAWESI TENGGARA,562.0,2014.0,7921,8041.0,4356.0,2196.0,154
2022-03-11,MALUKU,297.0,1584.0,5412,6088.0,3278.0,1170.0,656
2022-03-11,SULAWESI BARAT,352.0,1934.0,4250,4619.0,2346.0,1336.0,55
2022-03-11,MALUKU UTARA,268.0,1031.0,4269,4978.0,2272.0,1037.0,256
2022-03-11,GORONTALO,255.0,1295.0,4262,4093.0,2490.0,1146.0,50
2022-03-11,LAMPUNG TENGAH,,,1,,,,0
2022-03-11,DKI JAKARTA,38094.0,121413.0,331835,359858.0,228174.0,118045.0,14054
2022-03-11,JAWA BARAT,32827.0,114875.0,286527,303564.0,213572.0,98089.0,13768
2022-03-11,JAWA TENGAH,17241.0,59028.0,144026,158970.0,140040.0,86391.0,260
2022-03-11,JAWA TIMUR,12788.0,43327.0,136141,152911.0,133049.0,82141.0,1167
2022-03-11,BANTEN,8408.0,26922.0,82864,85564.0,53627.0,21152.0,359
2022-03-11,DAERAH ISTIMEWA YOGYAKARTA,8867.0,31217.0,47709,48614.0,43357.0,29529.0,1324
2022-03-11,KALIMANTAN TIMUR,6800.0,21028.0,56192,64975.0,35916.0,13642.0,2374
2022-03-11,BALI,4853.0,15088.0,40243,40186.0,33060.0,21167.0,46
2022-03-11,SUMATERA UTARA,3934.0,16700.0,39232,42240.0,29429.0,18883.0,494
2022-03-11,SULAWESI SELATAN,3893.0,13695.0,40214,41577.0,24507.0,14103.0,2623
2022-03-11,SUMATERA BARAT,2887.0,12543.0,25701,26277.0,20246.0,12855.0,1261
2022-03-11,NUSA TENGGARA TIMUR,2825.0,13257.0,23103,23237.0,12957.0,7100.0,1718
2022-03-11,KALIMANTAN SELATAN,2044.0,8086.0,23347,24872.0,16787.0,7367.0,990
2022-03-11,SUMATERA SELATAN,2181.0,6634.0,19482,24035.0,15811.0,10611.0,498
2022-03-11,LAMPUNG,1338.0,5651.0,15912,19833.0,16213.0,10641.0,1000
2022-03-11,KEPULAUAN BANGKA BELITUNG,2265.0,10429.0,14612,18642.0,10580.0,6445.0,74
2022-03-11,KALIMANTAN BARAT,1539.0,7794.0,15915,16612.0,10795.0,6192.0,147
2022-03-11,SULAWESI TENGAH,1677.0,6078.0,15603,16861.0,10656.0,5971.0,416
2022-03-11,JAMBI,1122.0,4560.0,9098,10884.0,7360.0,3629.0,65
2022-03-11,GORONTALO,255.0,1295.0,4262,4094.0,2490.0,1145.0,50
2022-03-10,DKI JAKARTA,37836.0,120720.0,329451,357706.0,226930.0,117358.0,14054
2022-03-10,JAWA BARAT,32415.0,113963.0,283554,300535.0,211848.0,96991.0,13768
2022-03-10,JAWA TENGAH,16930.0,58414.0,142505,157646.0,139002.0,85431.0,260
2022-03-10,JAWA TIMUR,12628.0,43099.0,135064,151926.0,132369.0,81455.0,1167
2022-03-10,BANTEN,8309.0,26734.0,82240,84900.0,53289.0,20979.0,359
2022-03-10,DAERAH ISTIMEWA YOGYAKARTA,8733.0,30784.0,47081,47964.0,42854.0,29118.0,1323
2022-03-10,KALIMANTAN TIMUR,6716.0,20911.0,55631,64328.0,35657.0,13565.0,2374
2022-03-10,BALI,4837.0,15075.0,40131,40111.0,33017.0,21126.0,46
2022-03-10,SUMATERA UTARA,3893.0,16601.0,38884,41941.0,29229.0,18667.0,493
2022-03-10,RIAU,5244.0,16492.0,37551,44372.0,28739.0,13468.0,456
2022-03-10,SULAWESI SELATAN,3837.0,13613.0,40020,41360.0,24376.0,13988.0,2623
2022-03-10,SUMATERA BARAT,2875.0,12498.0,25574,26160.0,20165.0,12768.0,1261
2022-03-10,KALIMANTAN SELATAN,2038.0,8074.0,23289,24807.0,16741.0,7343.0,979
2022-03-10,NUSA TENGGARA TIMUR,2750.0,12910.0,22589,22728.0,12708.0,6975.0,1668
2022-03-10,SUMATERA SELATAN,2161.0,6604.0,19384,23915.0,15740.0,10539.0,498
2022-03-10,LAMPUNG,1318.0,5579.0,15721,19608.0,16044.0,10495.0,997
2022-03-10,KEPULAUAN RIAU,2120.0,6640.0,20461,21141.0,11459.0,4953.0,235
2022-03-10,KEPULAUAN BANGKA BELITUNG,2231.0,10273.0,14367,18392.0,10462.0,6362.0,74
2022-03-10,KALIMANTAN BARAT,1512.0,7579.0,15621,16344.0,10649.0,6093.0,147
2022-03-10,SULAWESI TENGAH,1633.0,5973.0,15345,16628.0,10507.0,5895.0,416
2022-03-10,KALIMANTAN TENGAH,1729.0,6116.0,14667,16094.0,10505.0,4449.0,320
2022-03-10,SULAWESI UTARA,1275.0,4600.0,12799,14813.0,10396.0,6597.0,162
2022-03-10,PAPUA,1570.0,4776.0,13781,15244.0,8492.0,2730.0,536
2022-03-10,KALIMANTAN UTARA,1158.0,5455.0,11911,13234.0,7018.0,2985.0,392
2022-03-10,ACEH,607.0,2990.0,9757,13163.0,9090.0,6089.0,22
2022-03-10,JAMBI,1110.0,4501.0,8984,10732.0,7257.0,3566.0,65
2022-03-10,NUSA TENGGARA BARAT,1130.0,2477.0,10212,11266.0,6600.0,4026.0,57
2022-03-10,PAPUA BARAT,1057.0,3280.0,9400,10060.0,4739.0,1825.0,86
2022-03-10,BENGKULU,659.0,2915.0,6992,8698.0,5809.0,3172.0,59
2022-03-10,SULAWESI TENGGARA,554.0,2007.0,7887,8016.0,4340.0,2189.0,154
2022-03-10,MALUKU,296.0,1580.0,5408,6084.0,3276.0,1169.0,656
2022-03-10,SULAWESI BARAT,340.0,1906.0,4188,4580.0,2325.0,1319.0,55
2022-03-10,MALUKU UTARA,266.0,1028.0,4252,4966.0,2266.0,1029.0,256
2022-03-10,GORONTALO,253.0,1281.0,4235,4082.0,2482.0,1133.0,50
2022-03-10,LAMPUNG TENGAH,,,1,,,,0
2022-03-08,DKI JAKARTA,16506.0,59070.0,154644,163964.0,94983.0,50735.0,150
2022-03-08,JAWA BARAT,15420.0,53886.0,156700,153071.0,97214.0,44065.0,2693
2022-03-08,JAWA TIMUR,7481.0,24536.0,83274,82835.0,62059.0,37893.0,62
2022-03-08,JAWA TENGAH,8268.0,27262.0,68539,70679.0,59519.0,38298.0,4
2022-03-08,BANTEN,5816.0,17713.0,60183,58904.0,33547.0,13115.0,52
2022-03-08,DAERAH ISTIMEWA YOGYAKARTA,4640.0,17922.0,25820,25286.0,21704.0,14573.0,277
2022-03-08,KALIMANTAN TIMUR,3284.0,10297.0,26274,28786.0,14881.0,5628.0,36
2022-03-08,SUMATERA UTARA,2302.0,9873.0,23452,22845.0,14862.0,9635.0,2
2022-03-08,BALI,2573.0,8433.0,22418,21059.0,14946.0,10068.0,2
2022-03-08,SULAWESI SELATAN,1870.0,6489.0,17077,16589.0,9604.0,6209.0,16
2022-03-08,RIAU,1914.0,5944.0,14842,16115.0,9361.0,4479.0,333
2022-03-08,NUSA TENGGARA TIMUR,1590.0,7573.0,12210,11875.0,6214.0,3374.0,936
2022-03-08,SUMATERA SELATAN,1079.0,3435.0,10307,12139.0,7014.0,4648.0,21
2022-03-08,LAMPUNG,759.0,3113.0,9288,10752.0,7547.0,4947.0,464
2022-03-08,SUMATERA BARAT,1071.0,4391.0,9384,8950.0,6400.0,4523.0,42
2022-03-08,KALIMANTAN SELATAN,813.0,3607.0,10015,10160.0,6235.0,2773.0,99
2022-03-08,KEPULAUAN RIAU,1063.0,2894.0,9873,10032.0,4932.0,2180.0,32
2022-03-08,KALIMANTAN BARAT,860.0,4414.0,8749,8564.0,5160.0,2883.0,10
2022-03-08,SULAWESI TENGAH,955.0,3373.0,7652,8122.0,5092.0,2939.0,19
2022-03-08,SULAWESI UTARA,780.0,2741.0,7190,7956.0,5189.0,3218.0,32
2022-03-08,KEPULAUAN BANGKA BELITUNG,900.0,4887.0,6139,7947.0,4166.0,2653.0,43
2022-03-08,PAPUA,786.0,2335.0,6563,6865.0,3581.0,1134.0,9
2022-03-08,KALIMANTAN TENGAH,676.0,2499.0,6022,6068.0,3678.0,1700.0,5
2022-03-08,KALIMANTAN UTARA,607.0,2808.0,5543,6056.0,3144.0,1423.0,75
2022-03-08,NUSA TENGGARA BARAT,621.0,1276.0,5150,5334.0,2822.0,1707.0,6
2022-03-08,JAMBI,540.0,2072.0,4197,5001.0,3149.0,1594.0,3
2022-03-08,PAPUA BARAT,535.0,1657.0,4669,4979.0,2204.0,752.0,10
2022-03-08,ACEH,182.0,1235.0,3479,4165.0,2646.0,1887.0,1
2022-03-08,BENGKULU,342.0,1536.0,3465,4089.0,2589.0,1330.0,20
2022-03-08,SULAWESI TENGGARA,272.0,979.0,3379,3149.0,1714.0,1001.0,19
2022-03-08,MALUKU,143.0,715.0,2517,2605.0,1318.0,517.0,188
2022-03-08,SULAWESI BARAT,187.0,756.0,1822,1923.0,991.0,590.0,31
2022-03-08,MALUKU UTARA,132.0,485.0,1942,2176.0,967.0,489.0,0
2022-03-08,GORONTALO,92.0,697.0,1565,1336.0,828.0,411.0,5
2022-03-08,LAMPUNG TENGAH,,,1,,,,0
2022-03-08,DKI JAKARTA,16506.0,59070.0,154647,163960.0,94983.0,50735.0,150
2022-03-08,JAWA BARAT,15423.0,53882.0,156704,153068.0,97214.0,44064.0,2693
2022-03-08,JAWA TIMUR,7482.0,24536.0,83271,82837.0,62059.0,37892.0,62
2022-03-08,JAWA TENGAH,8268.0,27262.0,68539,70679.0,59518.0,38299.0,4
2022-03-08,BANTEN,5816.0,17714.0,60184,58905.0,33544.0,13115.0,52
2022-03-08,DAERAH ISTIMEWA YOGYAKARTA,4640.0,17922.0,25817,25288.0,21705.0,14573.0,277
2022-03-08,KALIMANTAN TIMUR,3285.0,10297.0,26273,28788.0,14879.0,5628.0,36
2022-03-08,SUMATERA UTARA,2302.0,9874.0,23451,22845.0,14862.0,9635.0,2
2022-03-08,BALI,2573.0,8433.0,22418,21060.0,14945.0,10068.0,2
2022-03-08,SULAWESI SELATAN,1870.0,6490.0,17076,16590.0,9603.0,6209.0,16
2022-03-08,RIAU,1913.0,5944.0,14842,16116.0,9361.0,4479.0,333
2022-03-08,NUSA TENGGARA TIMUR,1590.0,7574.0,12216,11876.0,6207.0,3374.0,935
2022-03-08,SUMATERA SELATAN,1079.0,3435.0,10307,12140.0,7013.0,4648.0,21
2022-03-08,SUMATERA BARAT,1072.0,4391.0,9384,8949.0,6400.0,4523.0,42
2022-03-08,KALIMANTAN SELATAN,813.0,3607.0,10016,10159.0,6235.0,2773.0,99
2022-03-08,KEPULAUAN RIAU,1063.0,2893.0,9874,10032.0,4932.0,2180.0,32
2022-03-08,KALIMANTAN BARAT,860.0,4414.0,8747,8565.0,5161.0,2883.0,10
2022-03-08,KEPULAUAN BANGKA BELITUNG,900.0,4887.0,6139,7948.0,4165.0,2653.0,43
2022-03-08,PAPUA,786.0,2335.0,6563,6865.0,3580.0,1135.0,9
